Dim = 14
Support = 14

Elem = 2 14 14 14 14 14 14 14 14 14 14 14 14 14 
Type = 1 1 1 1 1 1 1 1 1 1 1 1 1 1 

0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 

1 1 1 1 1 1 1 1 1 1 1 1 1 0 
0 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 0 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 0 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 0 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 0 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 0 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 0 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 0 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 0 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 0 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 0 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 0 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 0 1 

1 1 1 1 1 1 1 1 1 1 1 1 0 0 
0 1 1 1 1 1 1 1 1 1 1 1 1 0 
0 0 1 1 1 1 1 1 1 1 1 1 1 1 
1 0 0 1 1 1 1 1 1 1 1 1 1 1 
1 1 0 0 1 1 1 1 1 1 1 1 1 1 
1 1 1 0 0 1 1 1 1 1 1 1 1 1 
1 1 1 1 0 0 1 1 1 1 1 1 1 1 
1 1 1 1 1 0 0 1 1 1 1 1 1 1 
1 1 1 1 1 1 0 0 1 1 1 1 1 1 
1 1 1 1 1 1 1 0 0 1 1 1 1 1 
1 1 1 1 1 1 1 1 0 0 1 1 1 1 
1 1 1 1 1 1 1 1 1 0 0 1 1 1 
1 1 1 1 1 1 1 1 1 1 0 0 1 1 
1 1 1 1 1 1 1 1 1 1 1 0 0 1 

1 1 1 1 1 1 1 1 1 1 1 0 0 0 
0 1 1 1 1 1 1 1 1 1 1 1 0 0 
0 0 1 1 1 1 1 1 1 1 1 1 1 0 
0 0 0 1 1 1 1 1 1 1 1 1 1 1 
1 0 0 0 1 1 1 1 1 1 1 1 1 1 
1 1 0 0 0 1 1 1 1 1 1 1 1 1 
1 1 1 0 0 0 1 1 1 1 1 1 1 1 
1 1 1 1 0 0 0 1 1 1 1 1 1 1 
1 1 1 1 1 0 0 0 1 1 1 1 1 1 
1 1 1 1 1 1 0 0 0 1 1 1 1 1 
1 1 1 1 1 1 1 0 0 0 1 1 1 1 
1 1 1 1 1 1 1 1 0 0 0 1 1 1 
1 1 1 1 1 1 1 1 1 0 0 0 1 1 
1 1 1 1 1 1 1 1 1 1 0 0 0 1 

1 1 1 1 1 1 1 1 1 1 0 0 0 0 
0 1 1 1 1 1 1 1 1 1 1 0 0 0 
0 0 1 1 1 1 1 1 1 1 1 1 0 0 
0 0 0 1 1 1 1 1 1 1 1 1 1 0 
0 0 0 0 1 1 1 1 1 1 1 1 1 1 
1 0 0 0 0 1 1 1 1 1 1 1 1 1 
1 1 0 0 0 0 1 1 1 1 1 1 1 1 
1 1 1 0 0 0 0 1 1 1 1 1 1 1 
1 1 1 1 0 0 0 0 1 1 1 1 1 1 
1 1 1 1 1 0 0 0 0 1 1 1 1 1 
1 1 1 1 1 1 0 0 0 0 1 1 1 1 
1 1 1 1 1 1 1 0 0 0 0 1 1 1 
1 1 1 1 1 1 1 1 0 0 0 0 1 1 
1 1 1 1 1 1 1 1 1 0 0 0 0 1 

1 1 1 1 1 1 1 1 1 0 0 0 0 0 
0 1 1 1 1 1 1 1 1 1 0 0 0 0 
0 0 1 1 1 1 1 1 1 1 1 0 0 0 
0 0 0 1 1 1 1 1 1 1 1 1 0 0 
0 0 0 0 1 1 1 1 1 1 1 1 1 0 
0 0 0 0 0 1 1 1 1 1 1 1 1 1 
1 0 0 0 0 0 1 1 1 1 1 1 1 1 
1 1 0 0 0 0 0 1 1 1 1 1 1 1 
