Dim = 13
Support = 13

Elem = 2 13 13 13 13 13 13 13 13 13 13 13 13 
Type = 1 1 1 1 1 1 1 1 1 1 1 1 1 

0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 

1 1 1 1 1 1 1 1 1 1 1 1 0 
0 1 1 1 1 1 1 1 1 1 1 1 1 
1 0 1 1 1 1 1 1 1 1 1 1 1 
1 1 0 1 1 1 1 1 1 1 1 1 1 
1 1 1 0 1 1 1 1 1 1 1 1 1 
1 1 1 1 0 1 1 1 1 1 1 1 1 
1 1 1 1 1 0 1 1 1 1 1 1 1 
1 1 1 1 1 1 0 1 1 1 1 1 1 
1 1 1 1 1 1 1 0 1 1 1 1 1 
1 1 1 1 1 1 1 1 0 1 1 1 1 
1 1 1 1 1 1 1 1 1 0 1 1 1 
1 1 1 1 1 1 1 1 1 1 0 1 1 
1 1 1 1 1 1 1 1 1 1 1 0 1 

1 1 1 1 1 1 1 1 1 1 1 0 0 
0 1 1 1 1 1 1 1 1 1 1 1 0 
0 0 1 1 1 1 1 1 1 1 1 1 1 
1 0 0 1 1 1 1 1 1 1 1 1 1 
1 1 0 0 1 1 1 1 1 1 1 1 1 
1 1 1 0 0 1 1 1 1 1 1 1 1 
1 1 1 1 0 0 1 1 1 1 1 1 1 
1 1 1 1 1 0 0 1 1 1 1 1 1 
1 1 1 1 1 1 0 0 1 1 1 1 1 
1 1 1 1 1 1 1 0 0 1 1 1 1 
1 1 1 1 1 1 1 1 0 0 1 1 1 
1 1 1 1 1 1 1 1 1 0 0 1 1 
1 1 1 1 1 1 1 1 1 1 0 0 1 

1 1 1 1 1 1 1 1 1 1 0 0 0 
0 1 1 1 1 1 1 1 1 1 1 0 0 
0 0 1 1 1 1 1 1 1 1 1 1 0 
0 0 0 1 1 1 1 1 1 1 1 1 1 
1 0 0 0 1 1 1 1 1 1 1 1 1 
1 1 0 0 0 1 1 1 1 1 1 1 1 
1 1 1 0 0 0 1 1 1 1 1 1 1 
1 1 1 1 0 0 0 1 1 1 1 1 1 
1 1 1 1 1 0 0 0 1 1 1 1 1 
1 1 1 1 1 1 0 0 0 1 1 1 1 
1 1 1 1 1 1 1 0 0 0 1 1 1 
1 1 1 1 1 1 1 1 0 0 0 1 1 
1 1 1 1 1 1 1 1 1 0 0 0 1 

1 1 1 1 1 1 1 1 1 0 0 0 0 
0 1 1 1 1 1 1 1 1 1 0 0 0 
0 0 1 1 1 1 1 1 1 1 1 0 0 
0 0 0 1 1 1 1 1 1 1 1 1 0 
0 0 0 0 1 1 1 1 1 1 1 1 1 
1 0 0 0 0 1 1 1 1 1 1 1 1 
1 1 0 0 0 0 1 1 1 1 1 1 1 
1 1 1 0 0 0 0 1 1 1 1 1 1 
1 1 1 1 0 0 0 0 1 1 1 1 1 
1 1 1 1 1 0 0 0 0 1 1 1 1 
1 1 1 1 1 1 0 0 0 0 1 1 1 
1 1 1 1 1 1 1 0 0 0 0 1 1 
1 1 1 1 1 1 1 1 0 0 0 0 1 

1 1 1 1 1 1 1 1 0 0 0 0 0 
0 1 1 1 1 1 1 1 1 0 0 0 0 
0 0 1 1 1 1 1 1 1 1 0 0 0 
0 0 0 1 1 1 1 1 1 1 1 0 0 
0 0 0 0 1 1 1 1 1 1 1 1 0 
0 0 0 0 0 1 1 1 1 1 1 1 1 
1 0 0 0 0 0 1 1 1 1 1 1 1 
1 1 0 0 0 0 0 1 1 1 1 1 1 
1 1 1 0 0 0 0 0 1 1 1 1 1 
1 1 1 1 0 0 0 0 0 1 1 1 1 
1 1 1 1 1 0 0 0 0 0 1 1 1 
1 1 1 1 1 1 0 0 0 0 0 1 1 
1 1 1 1 1 1 1 0 0 0 0 0 1 

1 1 1 1 1 1 1 0 0 0 0 0 0 
0 1 1 1 1 1 1 1 0 0 0 0 0 
0 0 1 1 1 1 1 1 1 0 0 0 0 
0 0 0 1 1 1 1 1 1 1 0 0 0 
0 0 0 0 1 1 1 1 1 1 1 0 0 
0 0 0 0 0 1 1 1 1 1 1 1 0 
0 0 0 0 0 0 1 1 1 1 1 1 1 
1 0 0 0 0 0 0 1 1 1 1 1 1 
1 1 0 0 0 0 0 0 1 1 1 1 1 
1 1 1 0 0 0 0 0 0 1 1 1 1 
1 1 1 1 0 0 0 0 0 0 1 1 1 
1 1 1 1 1 0 0 0 0 0 0 1 1 
1 1 1 1 1 1 0 0 0 0 0 0 1 

1 1 1 1 1 1 0 0 0 0 0 0 0 
