Dim = 18
Support = 18

Elem = 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 
Type = 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 

a1.1 = 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a1.2 = 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a1.3 = 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a1.4 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a1.5 = 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a1.6 = 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
a1.7 = 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
a1.8 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
a1.9 = 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
a1.10 = 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
a1.11 = 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
a1.12 = 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
a1.13 = 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
a1.14 = 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
a1.15 = 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
a1.16 = 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
a1.17 = 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
a1.18 = 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
a1.19 = 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a1.20 = 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a1.21 = 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a1.22 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a1.23 = 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a1.24 = 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 
a1.25 = 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 
a1.26 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 
a1.27 = 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 
a1.28 = 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 
a1.29 = 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 
a1.30 = 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 
a1.31 = 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 
a1.32 = 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 
a1.33 = 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 
a1.34 = 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 
a1.35 = 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 
a1.36 = 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 

a2.1 = 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a2.2 = 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a2.3 = 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a2.4 = 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a2.5 = 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a2.6 = 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
a2.7 = 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
a2.8 = 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
a2.9 = 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
a2.10 = 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
a2.11 = 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
a2.12 = 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
a2.13 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
a2.14 = 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
a2.15 = 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
a2.16 = 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
a2.17 = 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
a2.18 = 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
a2.19 = 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a2.20 = 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a2.21 = 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a2.22 = 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a2.23 = 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a2.24 = 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 
a2.25 = 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 
a2.26 = 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 
a2.27 = 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 
a2.28 = 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 
a2.29 = 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 
a2.30 = 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 
a2.31 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 
a2.32 = 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 
a2.33 = 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 
a2.34 = 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 
a2.35 = 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 
a2.36 = 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 

a3.1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a3.2 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a3.3 = 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a3.4 = 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a3.5 = 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
a3.6 = 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
a3.7 = 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
a3.8 = 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
a3.9 = 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
a3.10 = 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
a3.11 = 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
a3.12 = 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
a3.13 = 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
a3.14 = 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
a3.15 = 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
a3.16 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
a3.17 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
a3.18 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
a3.19 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a3.20 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a3.21 = 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a3.22 = 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a3.23 = 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
a3.24 = 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 
a3.25 = 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 
a3.26 = 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 
a3.27 = 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 
a3.28 = 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 
a3.29 = 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 
a3.30 = 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 
a3.31 = 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 
a3.32 = 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 
a3.33 = 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 
a3.34 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 
