Dim = 18
Support = 6

Elem = 36 36 36 36 36 36 
Type = 3 3 3 3 3 3 

1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 
1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 

0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 
0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 
0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 

0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 
