Dim =  8
Support =  8

Elem =  5 5 5 5 5 5 5 5 
Type =  1 1 1 1 1 1 1 1 


1 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 
0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 

1 0 0 0 1 0 0 0 
0 1 0 0 0 1 0 0 
0 0 1 0 0 0 1 0 
0 0 0 1 0 0 0 1 
0 0 0 0 0 0 0 0 

1 0 0 0 2 0 0 0 
0 1 0 0 0 2 0 0 
0 0 1 0 0 0 2 0 
0 0 0 1 0 0 0 2 
0 0 0 0 0 0 0 0 

1 0 0 0 3 0 0 0 
0 1 0 0 0 3 0 0 
0 0 1 0 0 0 3 0 
0 0 0 1 0 0 0 3 
0 0 0 0 0 0 0 0 

1 0 0 0 4 0 0 0 
0 1 0 0 0 4 0 0 
0 0 1 0 0 0 4 0 
0 0 0 1 0 0 0 4 
0 0 0 0 0 0 0 0 

1 0 0 0 5 0 0 0 
0 1 0 0 0 5 0 0 
0 0 1 0 0 0 5 0 
0 0 0 1 0 0 0 5 
0 0 0 0 0 0 0 0 

1 0 0 0 6 0 0 0 
0 1 0 0 0 6 0 0 
0 0 1 0 0 0 6 0 
0 0 0 1 0 0 0 6 
0 0 0 0 0 0 0 0 

1 0 0 0 7 0 0 0 
0 1 0 0 0 7 0 0 
0 0 1 0 0 0 7 0 
0 0 0 1 0 0 0 7 
0 0 0 0 0 0 0 0 


