Dim = 6
Support = 6

Elem = 7 7 7 7 7 7 
Type = 1 1 1 1 1 1 

0 0 0 0 0 1 
1 0 0 0 0 1 
0 1 0 0 0 1 
0 0 1 0 0 1 
0 0 0 1 0 1 
0 0 0 0 1 1 
0 0 0 0 0 0 

1 0 0 0 0 0 
2 0 0 0 0 0 
1 1 0 0 0 0 
1 0 1 0 0 0 
1 0 0 1 0 0 
1 0 0 0 1 0 
0 0 0 0 0 0 

0 1 0 0 0 0 
1 1 0 0 0 0 
0 2 0 0 0 0 
0 1 1 0 0 0 
0 1 0 1 0 0 
0 1 0 0 1 0 
0 0 0 0 0 0 

0 0 1 0 0 0 
1 0 1 0 0 0 
0 1 1 0 0 0 
0 0 2 0 0 0 
0 0 1 1 0 0 
0 0 1 0 1 0 
0 0 0 0 0 0 

0 0 0 1 0 0 
1 0 0 1 0 0 
0 1 0 1 0 0 
0 0 1 1 0 0 
0 0 0 2 0 0 
0 0 0 1 1 0 
0 0 0 0 0 0 

0 0 0 0 1 0 
1 0 0 0 1 0 
0 1 0 0 1 0 
0 0 1 0 1 0 
0 0 0 1 1 0 
0 0 0 0 2 0 
0 0 0 0 0 0 

