Dim = 8
Support = 8

Elem = 9 10 9 9 8 8 7 7 
Type = 1 1 1 1 1 1 1 1 

0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 
0 0 0 0 0 0 1 0 
0 0 0 0 0 1 0 0 
0 0 0 0 1 0 0 0 
0 0 0 1 0 0 0 0 
0 0 1 0 0 0 0 0 
0 1 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 

1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 2 
0 0 0 0 0 0 2 0 
0 0 0 0 0 2 0 0 
0 0 0 0 2 0 0 0 
0 0 0 2 0 0 0 0 
0 0 2 0 0 0 0 0 
0 2 0 0 0 0 0 0 
2 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 

0 1 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 
0 0 0 0 0 1 1 0 
0 0 0 0 1 1 0 0 
0 0 0 1 1 0 0 0 
0 0 1 1 0 0 0 0 
0 1 1 0 0 0 0 0 
1 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 

0 0 1 0 0 0 0 0 
0 0 0 0 0 1 0 1 
0 0 0 0 1 0 1 0 
0 0 0 1 0 1 0 0 
0 0 1 0 1 0 0 0 
0 1 0 1 0 0 0 0 
1 0 1 0 0 0 0 0 
0 2 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 

0 0 0 1 0 0 0 0 
0 0 0 0 1 0 0 1 
0 0 0 1 0 0 1 0 
0 0 1 0 0 1 0 0 
0 1 0 0 1 0 0 0 
1 0 0 1 0 0 0 0 
0 1 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 

0 0 0 0 1 0 0 0 
0 0 0 1 0 0 0 1 
0 0 1 0 0 0 1 0 
0 1 0 0 0 1 0 0 
1 0 0 0 1 0 0 0 
0 1 0 1 0 0 0 0 
0 0 2 0 0 0 0 0 
0 0 0 0 0 0 0 0 

0 0 0 0 0 1 0 0 
0 0 1 0 0 0 0 1 
0 1 0 0 0 0 1 0 
1 0 0 0 0 1 0 0 
0 1 0 0 1 0 0 0 
0 0 1 1 0 0 0 0 
0 0 0 0 0 0 0 0 

0 0 0 0 0 0 1 0 
0 1 0 0 0 0 0 1 
1 0 0 0 0 0 1 0 
0 1 0 0 0 1 0 0 
0 0 1 0 1 0 0 0 
0 0 0 2 0 0 0 0 
0 0 0 0 0 0 0 0 

