Dim = 7
Support = 7

Elem = 8 9 8 8 7 7 6 
Type = 1 1 1 1 1 1 1 

0 0 0 0 0 0 0 
0 0 0 0 0 0 1 
0 0 0 0 0 1 0 
0 0 0 0 1 0 0 
0 0 0 1 0 0 0 
0 0 1 0 0 0 0 
0 1 0 0 0 0 0 
1 0 0 0 0 0 0 

1 0 0 0 0 0 0 
0 0 0 0 0 0 2 
0 0 0 0 0 2 0 
0 0 0 0 2 0 0 
0 0 0 2 0 0 0 
0 0 2 0 0 0 0 
0 2 0 0 0 0 0 
2 0 0 0 0 0 0 
0 0 0 0 0 0 0 

0 1 0 0 0 0 0 
0 0 0 0 0 1 1 
0 0 0 0 1 1 0 
0 0 0 1 1 0 0 
0 0 1 1 0 0 0 
0 1 1 0 0 0 0 
1 1 0 0 0 0 0 
0 0 0 0 0 0 0 

0 0 1 0 0 0 0 
0 0 0 0 1 0 1 
0 0 0 1 0 1 0 
0 0 1 0 1 0 0 
0 1 0 1 0 0 0 
1 0 1 0 0 0 0 
0 2 0 0 0 0 0 
0 0 0 0 0 0 0 

0 0 0 1 0 0 0 
0 0 0 1 0 0 1 
0 0 1 0 0 1 0 
0 1 0 0 1 0 0 
1 0 0 1 0 0 0 
0 1 1 0 0 0 0 
0 0 0 0 0 0 0 

0 0 0 0 1 0 0 
0 0 1 0 0 0 1 
0 1 0 0 0 1 0 
1 0 0 0 1 0 0 
0 1 0 1 0 0 0 
0 0 2 0 0 0 0 
0 0 0 0 0 0 0 

0 0 0 0 0 1 0 
0 1 0 0 0 0 1 
1 0 0 0 0 1 0 
0 1 0 0 1 0 0 
0 0 1 1 0 0 0 
0 0 0 0 0 0 0 

