Dim = 13
Support = 13

Elem = 13 2 3 4 5 6 7 8 9 10 11 12 13 
Type = 1 1 1 1 1 1 1 1 1 1 1 1 1 

0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 0 1 0 

0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 1 1 

0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 1 0 1 
1 0 0 0 0 0 0 0 0 0 0 1 1 

0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 0 0 1 
1 0 0 0 0 0 0 0 0 0 1 0 1 
0 1 0 0 0 0 0 0 0 0 0 1 1 

0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 0 0 1 
1 0 0 0 0 0 0 0 0 1 0 0 1 
0 1 0 0 0 0 0 0 0 0 1 0 1 
0 0 1 0 0 0 0 0 0 0 0 1 1 

0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 0 0 1 
1 0 0 0 0 0 0 0 1 0 0 0 1 
0 1 0 0 0 0 0 0 0 1 0 0 1 
0 0 1 0 0 0 0 0 0 0 1 0 1 
0 0 0 1 0 0 0 0 0 0 0 1 1 

0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 0 0 1 
1 0 0 0 0 0 0 1 0 0 0 0 1 
0 1 0 0 0 0 0 0 1 0 0 0 1 
0 0 1 0 0 0 0 0 0 1 0 0 1 
0 0 0 1 0 0 0 0 0 0 1 0 1 
0 0 0 0 1 0 0 0 0 0 0 1 1 

0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 0 0 1 
1 0 0 0 0 0 1 0 0 0 0 0 1 
0 1 0 0 0 0 0 1 0 0 0 0 1 
0 0 1 0 0 0 0 0 1 0 0 0 1 
0 0 0 1 0 0 0 0 0 1 0 0 1 
0 0 0 0 1 0 0 0 0 0 1 0 1 
0 0 0 0 0 1 0 0 0 0 0 1 1 

0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 1 
1 0 0 0 0 1 0 0 0 0 0 0 1 
0 1 0 0 0 0 1 0 0 0 0 0 1 
0 0 1 0 0 0 0 1 0 0 0 0 1 
0 0 0 1 0 0 0 0 1 0 0 0 1 
0 0 0 0 1 0 0 0 0 1 0 0 1 
0 0 0 0 0 1 0 0 0 0 1 0 1 
0 0 0 0 0 0 1 0 0 0 0 1 1 

0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 0 0 1 
1 0 0 0 1 0 0 0 0 0 0 0 1 
0 1 0 0 0 1 0 0 0 0 0 0 1 
0 0 1 0 0 0 1 0 0 0 0 0 1 
0 0 0 1 0 0 0 1 0 0 0 0 1 
0 0 0 0 1 0 0 0 1 0 0 0 1 
0 0 0 0 0 1 0 0 0 1 0 0 1 
0 0 0 0 0 0 1 0 0 0 1 0 1 
0 0 0 0 0 0 0 1 0 0 0 1 1 

0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 1 
1 0 0 1 0 0 0 0 0 0 0 0 1 
0 1 0 0 1 0 0 0 0 0 0 0 1 
0 0 1 0 0 1 0 0 0 0 0 0 1 
0 0 0 1 0 0 1 0 0 0 0 0 1 
0 0 0 0 1 0 0 1 0 0 0 0 1 
0 0 0 0 0 1 0 0 1 0 0 0 1 
0 0 0 0 0 0 1 0 0 1 0 0 1 
0 0 0 0 0 0 0 1 0 0 1 0 1 
0 0 0 0 0 0 0 0 1 0 0 1 1 

0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 0 0 1 
1 0 1 0 0 0 0 0 0 0 0 0 1 
0 1 0 1 0 0 0 0 0 0 0 0 1 
0 0 1 0 1 0 0 0 0 0 0 0 1 
0 0 0 1 0 1 0 0 0 0 0 0 1 
0 0 0 0 1 0 1 0 0 0 0 0 1 
0 0 0 0 0 1 0 1 0 0 0 0 1 
0 0 0 0 0 0 1 0 1 0 0 0 1 
0 0 0 0 0 0 0 1 0 1 0 0 1 
0 0 0 0 0 0 0 0 1 0 1 0 1 
0 0 0 0 0 0 0 0 0 1 0 1 1 
