Dim = 9
Support = 9

Elem = 9 2 3 4 5 6 7 8 9 
Type = 1 1 1 1 1 1 1 1 1 

0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 
0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 1 0 

0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 

0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 1 
1 0 0 0 0 0 0 1 1 

0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 1 
1 0 0 0 0 0 1 0 1 
0 1 0 0 0 0 0 1 1 

0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 1 
1 0 0 0 0 1 0 0 1 
0 1 0 0 0 0 1 0 1 
0 0 1 0 0 0 0 1 1 

0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 1 
1 0 0 0 1 0 0 0 1 
0 1 0 0 0 1 0 0 1 
0 0 1 0 0 0 1 0 1 
0 0 0 1 0 0 0 1 1 

0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 1 
1 0 0 1 0 0 0 0 1 
0 1 0 0 1 0 0 0 1 
0 0 1 0 0 1 0 0 1 
0 0 0 1 0 0 1 0 1 
0 0 0 0 1 0 0 1 1 

0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 1 
1 0 1 0 0 0 0 0 1 
0 1 0 1 0 0 0 0 1 
0 0 1 0 1 0 0 0 1 
0 0 0 1 0 1 0 0 1 
0 0 0 0 1 0 1 0 1 
0 0 0 0 0 1 0 1 1 

0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 1 
1 1 0 0 0 0 0 0 1 
0 1 1 0 0 0 0 0 1 
0 0 1 1 0 0 0 0 1 
0 0 0 1 1 0 0 0 1 
0 0 0 0 1 1 0 0 1 
0 0 0 0 0 1 1 0 1 
0 0 0 0 0 0 1 1 1 

