Dim = 8
Support = 8

Elem = 8 2 3 4 5 6 7 8 
Type = 1 1 1 1 1 1 1 1 

0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 
0 0 0 1 0 0 0 0 
0 0 0 0 1 0 0 0 
0 0 0 0 0 1 0 0 
0 0 0 0 0 0 1 0 

0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 

0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 1 
1 0 0 0 0 0 1 1 

0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 1 
1 0 0 0 0 1 0 1 
0 1 0 0 0 0 1 1 

0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 1 
1 0 0 0 1 0 0 1 
0 1 0 0 0 1 0 1 
0 0 1 0 0 0 1 1 

0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 1 
1 0 0 1 0 0 0 1 
0 1 0 0 1 0 0 1 
0 0 1 0 0 1 0 1 
0 0 0 1 0 0 1 1 

0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 1 
1 0 1 0 0 0 0 1 
0 1 0 1 0 0 0 1 
0 0 1 0 1 0 0 1 
0 0 0 1 0 1 0 1 
0 0 0 0 1 0 1 1 

0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 1 
1 1 0 0 0 0 0 1 
0 1 1 0 0 0 0 1 
0 0 1 1 0 0 0 1 
0 0 0 1 1 0 0 1 
0 0 0 0 1 1 0 1 
0 0 0 0 0 1 1 1 

