Dim = 7
Support = 7

Elem = 7 2 3 4 5 6 7 
Type = 1 1 1 1 1 1 1 

0 0 0 0 0 0 0 
1 0 0 0 0 0 0 
0 1 0 0 0 0 0 
0 0 1 0 0 0 0 
0 0 0 1 0 0 0 
0 0 0 0 1 0 0 
0 0 0 0 0 1 0 

0 0 0 0 0 0 0 
0 0 0 0 0 1 1 

0 0 0 0 0 0 0 
0 0 0 0 1 0 1 
1 0 0 0 0 1 1 

0 0 0 0 0 0 0 
0 0 0 1 0 0 1 
1 0 0 0 1 0 1 
0 1 0 0 0 1 1 

0 0 0 0 0 0 0 
0 0 1 0 0 0 1 
1 0 0 1 0 0 1 
0 1 0 0 1 0 1 
0 0 1 0 0 1 1 

0 0 0 0 0 0 0 
0 1 0 0 0 0 1 
1 0 1 0 0 0 1 
0 1 0 1 0 0 1 
0 0 1 0 1 0 1 
0 0 0 1 0 1 1 

0 0 0 0 0 0 0 
1 0 0 0 0 0 1 
1 1 0 0 0 0 1 
0 1 1 0 0 0 1 
0 0 1 1 0 0 1 
0 0 0 1 1 0 1 
0 0 0 0 1 1 1 

