Dim = 10
Support = 10

Elem = 5 3 7 3 2 2 2 2 2 2 
Type = 1 1 1 1 1 1 1 1 1 1 

0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 

1 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 1 0 0 0 0 
2 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 1 0 0 0 
0 0 2 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 1 0 0 
0 0 0 0 2 0 0 0 0 0 

0 0 0 0 0 0 0 0 1 0 
1 0 0 1 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 1 
1 0 1 0 0 0 0 0 0 0 

0 1 0 0 0 0 0 0 0 0 
1 0 2 0 0 0 0 0 0 0 

