Dim = 8
Support = 8

Elem = 5 6 7 7 9 9 9 8 
Type = 1 1 1 1 1 1 1 1 

0 0 0 1 0 0 0 0 
0 0 0 0 1 0 0 0 
0 0 0 0 0 1 0 0 
1 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 

0 0 0 0 1 0 1 0 
0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 
0 0 2 0 0 0 0 0 
1 0 1 0 0 0 0 0 

0 0 0 0 1 0 2 0 
0 0 0 0 0 1 0 2 
1 0 0 0 0 0 0 0 
1 0 2 0 0 0 0 0 
0 0 1 0 0 0 0 0 
0 0 2 0 0 0 0 0 
0 0 3 0 0 0 0 0 

0 1 0 0 0 1 1 0 
1 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 
1 0 2 0 0 0 0 0 
0 0 1 0 0 0 0 0 
0 0 2 0 0 0 0 0 
0 0 3 0 0 0 0 0 

0 0 0 0 1 0 1 0 
0 0 0 0 0 1 0 3 
0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 
0 0 2 0 0 0 0 0 
0 0 3 0 0 0 0 0 
0 0 4 0 0 0 0 0 
1 0 1 0 0 0 0 0 
1 0 3 0 0 0 0 0 

0 1 0 0 0 1 1 1 
0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 
0 0 2 0 0 0 0 0 
0 0 3 0 0 0 0 0 
0 0 4 0 0 0 0 0 
1 0 1 0 0 0 0 0 
1 0 2 0 0 0 0 0 
1 0 3 0 0 0 0 0 

0 1 0 0 0 1 2 0 
0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 
0 0 2 0 0 0 0 0 
0 0 3 0 0 0 0 0 
0 0 4 0 0 0 0 0 
1 0 1 0 0 0 0 0 
1 0 2 0 0 0 0 0 
1 0 3 0 0 0 0 0 

0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 
0 0 2 0 0 0 0 0 
0 0 3 0 0 0 0 0 
0 0 4 0 0 0 0 0 
1 0 1 0 0 0 0 0 
1 0 2 0 0 0 0 0 
1 0 3 0 0 0 0 0 

