Dim = 5
Support = 5

Elem = 8 8 8 8 8 
Type = 1 1 1 1 1 

2 2 2 2 2 
2 0 0 0 0 
0 2 0 0 0 
0 0 2 0 0 
0 0 0 2 0 
0 0 0 0 2 
1 1 1 1 1 
0 0 0 0 0 

2 2 2 2 2 
2 0 0 0 0 
0 2 0 0 0 
0 0 2 0 0 
0 0 0 2 0 
0 0 0 0 2 
1 1 1 1 1 
0 0 0 0 0 

2 2 2 2 2 
2 0 0 0 0 
0 2 0 0 0 
0 0 2 0 0 
0 0 0 2 0 
0 0 0 0 2 
1 1 1 1 1 
0 0 0 0 0 

2 2 2 2 2 
2 0 0 0 0 
0 2 0 0 0 
0 0 2 0 0 
0 0 0 2 0 
0 0 0 0 2 
1 1 1 1 1 
0 0 0 0 0 

2 2 2 2 2 
2 0 0 0 0 
0 2 0 0 0 
0 0 2 0 0 
0 0 0 2 0 
0 0 0 0 2 
1 1 1 1 1 
0 0 0 0 0 

