Dim = 9
Support = 9

Elem = 2 4 5 6 5 6 7 34 34 
Type = 1 1 1 1 1 1 1 1 1 

0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 

2 0 0 0 0 0 0 0 0 
0 0 0 2 0 0 0 0 0 
0 0 0 0 0 0 2 0 0 
0 0 0 0 0 0 0 0 0 

0 2 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 0 0 
0 0 0 0 0 0 0 2 0 
0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 

0 0 2 0 0 0 0 0 0 
0 0 0 0 0 2 0 0 0 
0 0 0 0 0 0 0 0 2 
0 0 1 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 

1 1 0 0 0 0 0 0 0 
0 0 0 1 1 0 0 0 0 
0 0 0 0 0 0 1 1 0 
0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 

1 0 1 0 0 0 0 0 0 
0 0 0 1 0 1 0 0 0 
0 0 0 0 0 0 1 0 1 
0 0 1 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 

0 1 1 0 0 0 0 0 0 
0 0 0 0 1 1 0 0 0 
0 0 0 0 0 0 0 1 1 
0 1 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 

1 0 0 0 1 0 0 0 1 
0 1 0 1 0 0 0 0 1 
1 0 0 0 0 1 0 1 0 
0 0 1 1 0 0 0 1 0 
0 1 0 0 0 1 1 0 0 
0 0 1 0 1 0 1 0 0 
0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 
0 0 1 1 0 0 0 0 0 
1 0 0 0 1 0 0 0 0 
0 0 1 0 1 0 0 0 0 
1 0 0 0 0 1 0 0 0 
0 1 0 0 0 1 0 0 0 
0 1 0 0 0 0 1 0 0 
0 0 1 0 0 0 1 0 0 
0 0 0 0 1 0 1 0 0 
0 0 0 0 0 1 1 0 0 
1 0 0 0 0 0 0 1 0 
0 0 1 0 0 0 0 1 0 
0 0 0 1 0 0 0 1 0 
0 0 0 0 0 1 0 1 0 
1 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 0 1 
0 0 0 1 0 0 0 0 1 
0 0 0 0 1 0 0 0 1 
0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 
0 1 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 
0 0 1 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 1 

1 0 0 0 1 0 0 0 1 
0 1 0 1 0 0 0 0 1 
1 0 0 0 0 1 0 1 0 
0 0 1 1 0 0 0 1 0 
0 1 0 0 0 1 1 0 0 
0 0 1 0 1 0 1 0 0 
0 0 0 0 1 0 0 0 0 
0 1 0 1 0 0 0 0 0 
0 0 1 1 0 0 0 0 0 
1 0 0 0 1 0 0 0 0 
0 0 1 0 1 0 0 0 0 
1 0 0 0 0 1 0 0 0 
0 1 0 0 0 1 0 0 0 
0 1 0 0 0 0 1 0 0 
0 0 1 0 0 0 1 0 0 
0 0 0 0 1 0 1 0 0 
0 0 0 0 0 1 1 0 0 
1 0 0 0 0 0 0 1 0 
0 0 1 0 0 0 0 1 0 
0 0 0 1 0 0 0 1 0 
0 0 0 0 0 1 0 1 0 
1 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 0 1 
0 0 0 1 0 0 0 0 1 
0 0 0 0 1 0 0 0 1 
0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 
0 1 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 
0 0 1 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 

