Dim = 8
Support = 8

Elem = 3 3 5 5 7 7 9 9 
Type = 1 1 1 1 1 1 1 1 

1 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 

0 0 1 0 0 0 0 0 
0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 

1 0 0 0 1 0 0 0 
0 1 0 0 0 1 0 0 
0 0 1 0 0 0 1 0 
0 0 0 1 0 0 0 1 
0 0 0 0 0 0 0 0 

1 0 0 0 0 0 1 0 
0 1 0 0 0 0 0 1 
0 0 1 0 1 0 0 0 
0 0 0 1 0 1 0 0 
0 0 0 0 0 0 0 0 

1 0 0 0 2 0 0 0 
1 0 0 0 0 0 2 0 
0 0 1 0 1 0 1 0 
0 1 0 0 0 2 0 0 
0 1 0 0 0 0 0 2 
0 0 0 1 0 1 0 1 
0 0 0 0 0 0 0 0 

0 0 1 0 2 0 0 0 
0 0 1 0 0 0 2 0 
1 0 0 0 1 0 1 0 
0 0 0 1 0 2 0 0 
0 0 0 1 0 0 0 2 
0 1 0 0 0 1 0 1 
0 0 0 0 0 0 0 0 

1 0 0 0 3 0 0 0 
1 0 0 0 1 0 2 0 
0 0 1 0 0 0 3 0 
0 0 1 0 2 0 1 0 
0 1 0 0 0 3 0 0 
0 1 0 0 0 1 0 2 
0 0 0 1 0 0 0 3 
0 0 0 1 0 2 0 1 
0 0 0 0 0 0 0 0 

0 0 1 0 3 0 0 0 
0 0 1 0 1 0 2 0 
1 0 0 0 0 0 3 0 
1 0 0 0 2 0 1 0 
0 0 0 1 0 3 0 0 
0 0 0 1 0 1 0 2 
0 1 0 0 0 0 0 3 
0 1 0 0 0 2 0 1 
0 0 0 0 0 0 0 0 

