Dim = 5
Support = 5

Elem = 23 23 23 23 23 
Type = 1 1 1 1 1 

3 0 0 0 0 
2 1 0 0 0 
2 0 1 0 0 
2 0 0 1 0 
2 0 0 0 1 
1 2 0 0 0 
1 0 2 0 0 
1 0 0 2 0 
1 0 0 0 2 
0 3 0 0 0 
0 0 3 0 0 
0 0 0 3 0 
0 0 0 0 3 
2 0 0 0 0 
1 1 0 0 0 
1 0 1 0 0 
1 0 0 1 0 
1 0 0 0 1 
0 2 0 0 0 
0 0 2 0 0 
0 0 0 2 0 
0 0 0 0 2 
1 0 0 0 0 

3 0 0 0 0 
2 1 0 0 0 
1 2 0 0 0 
0 3 0 0 0 
0 2 1 0 0 
0 2 0 1 0 
0 2 0 0 1 
0 1 2 0 0 
0 1 0 2 0 
0 1 0 0 2 
0 0 3 0 0 
0 0 0 3 0 
0 0 0 0 3 
2 0 0 0 0 
1 1 0 0 0 
0 2 0 0 0 
0 1 1 0 0 
0 1 0 1 0 
0 1 0 0 1 
0 0 2 0 0 
0 0 0 2 0 
0 0 0 0 2 
0 1 0 0 0 

3 0 0 0 0 
2 0 1 0 0 
1 0 2 0 0 
0 3 0 0 0 
0 2 1 0 0 
0 1 2 0 0 
0 0 3 0 0 
0 0 2 1 0 
0 0 2 0 1 
0 0 1 2 0 
0 0 1 0 2 
0 0 0 3 0 
0 0 0 0 3 
2 0 0 0 0 
1 0 1 0 0 
0 2 0 0 0 
0 1 1 0 0 
0 0 2 0 0 
0 0 1 1 0 
0 0 1 0 1 
0 0 0 2 0 
0 0 0 0 2 
0 0 1 0 0 

3 0 0 0 0 
2 0 0 1 0 
1 0 0 2 0 
0 3 0 0 0 
0 2 0 1 0 
0 1 0 2 0 
0 0 3 0 0 
0 0 2 1 0 
0 0 1 2 0 
0 0 0 3 0 
0 0 0 2 1 
0 0 0 1 2 
0 0 0 0 3 
2 0 0 0 0 
1 0 0 1 0 
0 2 0 0 0 
0 1 0 1 0 
0 0 2 0 0 
0 0 1 1 0 
0 0 0 2 0 
0 0 0 1 1 
0 0 0 0 2 
0 0 0 1 0 

3 0 0 0 0 
2 0 0 0 1 
1 0 0 0 2 
0 3 0 0 0 
0 2 0 0 1 
0 1 0 0 2 
0 0 3 0 0 
0 0 2 0 1 
0 0 1 0 2 
0 0 0 3 0 
0 0 0 2 1 
0 0 0 1 2 
0 0 0 0 3 
2 0 0 0 0 
1 0 0 0 1 
0 2 0 0 0 
0 1 0 0 1 
0 0 2 0 0 
0 0 1 0 1 
0 0 0 2 0 
0 0 0 1 1 
0 0 0 0 2 
0 0 0 0 1 

