Dim = 12
Support = 12

Elem = 13 13 13 13 13 13 13 13 13 13 13 13 
Type = 1 1 1 1 1 1 1 1 1 1 1 1 

0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 0 0 

1 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 0 0 
0 0 0 0 0 0 1 1 0 0 0 0 
0 0 0 0 0 0 0 1 1 0 0 0 
0 0 0 0 0 0 0 0 1 1 0 0 
0 0 0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 0 0 1 1 
0 1 0 0 0 0 0 0 0 0 0 1 
0 1 1 0 0 0 0 0 0 0 0 0 
0 0 1 1 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 0 0 

1 0 0 0 1 0 0 0 0 0 0 0 
1 0 0 0 1 1 0 0 0 0 0 0 
0 0 0 0 1 1 1 0 0 0 0 0 
0 0 0 0 0 1 1 1 0 0 0 0 
0 0 0 0 0 0 1 1 1 0 0 0 
0 0 0 0 0 0 0 1 1 1 0 0 
0 0 0 0 0 0 0 0 1 1 1 0 
0 0 0 0 0 0 0 0 0 1 1 1 
0 1 0 0 0 0 0 0 0 0 1 1 
0 1 1 0 0 0 0 0 0 0 0 1 
0 1 1 1 0 0 0 0 0 0 0 0 
0 0 1 1 0 0 0 0 0 0 0 0 
1 0 0 1 0 0 0 0 0 0 0 0 

1 0 0 0 1 1 0 0 0 0 0 0 
1 0 0 0 1 1 1 0 0 0 0 0 
0 0 0 0 1 1 1 1 0 0 0 0 
0 0 0 0 0 1 1 1 1 0 0 0 
0 0 0 0 0 0 1 1 1 1 0 0 
0 0 0 0 0 0 0 1 1 1 1 0 
0 0 0 0 0 0 0 0 1 1 1 1 
0 1 0 0 0 0 0 0 0 1 1 1 
0 1 1 0 0 0 0 0 0 0 1 1 
0 1 1 1 0 0 0 0 0 0 0 1 
0 1 1 1 0 0 0 0 0 0 0 0 
1 0 1 1 0 0 0 0 0 0 0 0 
1 0 0 1 1 0 0 0 0 0 0 0 

1 0 0 0 1 1 1 0 0 0 0 0 
1 0 0 0 1 1 1 1 0 0 0 0 
0 0 0 0 1 1 1 1 1 0 0 0 
0 0 0 0 0 1 1 1 1 1 0 0 
0 0 0 0 0 0 1 1 1 1 1 0 
0 0 0 0 0 0 0 1 1 1 1 1 
0 1 0 0 0 0 0 0 1 1 1 1 
0 1 1 0 0 0 0 0 0 1 1 1 
0 1 1 1 0 0 0 0 0 0 1 1 
0 1 1 1 0 0 0 0 0 0 0 1 
1 1 1 1 0 0 0 0 0 0 0 0 
1 0 1 1 1 0 0 0 0 0 0 0 
1 0 0 1 1 1 0 0 0 0 0 0 

1 0 0 0 1 1 1 1 0 0 0 0 
1 0 0 0 1 1 1 1 1 0 0 0 
0 0 0 0 1 1 1 1 1 1 0 0 
0 0 0 0 0 1 1 1 1 1 1 0 
0 0 0 0 0 0 1 1 1 1 1 1 
0 1 0 0 0 0 0 1 1 1 1 1 
0 1 1 0 0 0 0 0 1 1 1 1 
0 1 1 1 0 0 0 0 0 1 1 1 
0 1 1 1 0 0 0 0 0 0 1 1 
1 1 1 1 0 0 0 0 0 0 0 1 
1 1 1 1 1 0 0 0 0 0 0 0 
1 0 1 1 1 1 0 0 0 0 0 0 
1 0 0 1 1 1 1 0 0 0 0 0 

1 0 0 0 1 1 1 1 1 0 0 0 
1 0 0 0 1 1 1 1 1 1 0 0 
0 0 0 0 1 1 1 1 1 1 1 0 
0 0 0 0 0 1 1 1 1 1 1 1 
0 1 0 0 0 0 1 1 1 1 1 1 
0 1 1 0 0 0 0 1 1 1 1 1 
0 1 1 1 0 0 0 0 1 1 1 1 
0 1 1 1 0 0 0 0 0 1 1 1 
1 1 1 1 0 0 0 0 0 0 1 1 
1 1 1 1 1 0 0 0 0 0 0 1 
1 1 1 1 1 1 0 0 0 0 0 0 
1 0 1 1 1 1 1 0 0 0 0 0 
1 0 0 1 1 1 1 1 0 0 0 0 

1 0 0 0 1 1 1 1 1 1 0 0 
1 0 0 0 1 1 1 1 1 1 1 0 
0 0 0 0 1 1 1 1 1 1 1 1 
0 1 0 0 0 1 1 1 1 1 1 1 
0 1 1 0 0 0 1 1 1 1 1 1 
0 1 1 1 0 0 0 1 1 1 1 1 
0 1 1 1 0 0 0 0 1 1 1 1 
1 1 1 1 0 0 0 0 0 1 1 1 
1 1 1 1 1 0 0 0 0 0 1 1 
1 1 1 1 1 1 0 0 0 0 0 1 
1 1 1 1 1 1 1 0 0 0 0 0 
1 0 1 1 1 1 1 1 0 0 0 0 
1 0 0 1 1 1 1 1 1 0 0 0 

1 0 0 0 1 1 1 1 1 1 1 0 
1 0 0 0 1 1 1 1 1 1 1 1 
0 1 0 0 1 1 1 1 1 1 1 1 
0 1 1 0 0 1 1 1 1 1 1 1 
0 1 1 1 0 0 1 1 1 1 1 1 
0 1 1 1 0 0 0 1 1 1 1 1 
1 1 1 1 0 0 0 0 1 1 1 1 
1 1 1 1 1 0 0 0 0 1 1 1 
1 1 1 1 1 1 0 0 0 0 1 1 
1 1 1 1 1 1 1 0 0 0 0 1 
1 1 1 1 1 1 1 1 0 0 0 0 
1 0 1 1 1 1 1 1 1 0 0 0 
1 0 0 1 1 1 1 1 1 1 0 0 

1 0 0 0 1 1 1 1 1 1 1 1 
1 1 0 0 1 1 1 1 1 1 1 1 
0 1 1 0 1 1 1 1 1 1 1 1 
0 1 1 1 0 1 1 1 1 1 1 1 
0 1 1 1 0 0 1 1 1 1 1 1 
1 1 1 1 0 0 0 1 1 1 1 1 
1 1 1 1 1 0 0 0 1 1 1 1 
1 1 1 1 1 1 0 0 0 1 1 1 
1 1 1 1 1 1 1 0 0 0 1 1 
1 1 1 1 1 1 1 1 0 0 0 1 
1 1 1 1 1 1 1 1 1 0 0 0 
1 0 1 1 1 1 1 1 1 1 0 0 
1 0 0 1 1 1 1 1 1 1 1 0 

1 1 0 0 1 1 1 1 1 1 1 1 
1 1 1 0 1 1 1 1 1 1 1 1 
0 1 1 1 1 1 1 1 1 1 1 1 
0 1 1 1 0 1 1 1 1 1 1 1 
1 1 1 1 0 0 1 1 1 1 1 1 
1 1 1 1 1 0 0 1 1 1 1 1 
1 1 1 1 1 1 0 0 1 1 1 1 
1 1 1 1 1 1 1 0 0 1 1 1 
1 1 1 1 1 1 1 1 0 0 1 1 
1 1 1 1 1 1 1 1 1 0 0 1 
