Dim = 6
Support = 6

Elem = 15 15 14 15 15 6 
Type = 1 1 1 1 1 1 

1 0 0 0 0 2 
0 1 0 0 0 2 
0 0 1 0 0 2 
0 0 0 1 0 2 
0 0 0 0 1 2 
1 0 0 0 0 1 
0 1 0 0 0 1 
0 0 1 0 0 1 
0 0 0 1 0 1 
0 0 0 0 1 1 
1 0 0 0 0 0 
0 1 0 0 0 0 
0 0 1 0 0 0 
0 0 0 1 0 0 
0 0 0 0 1 0 

1 0 0 0 0 2 
0 1 0 0 0 2 
0 0 1 0 0 2 
0 0 0 1 0 2 
0 0 0 0 1 2 
1 0 0 0 0 1 
0 1 0 0 0 1 
0 0 1 0 0 1 
0 0 0 1 0 1 
0 0 0 0 1 1 
1 0 0 0 0 0 
0 1 0 0 0 0 
0 0 1 0 0 0 
0 0 0 1 0 0 
0 0 0 0 1 0 

1 0 0 0 0 2 
0 1 0 0 0 2 
0 0 1 0 0 2 
0 0 0 1 0 2 
0 0 0 0 1 2 
1 0 0 0 0 1 
0 1 0 0 0 1 
0 0 0 1 0 1 
0 0 0 0 1 1 
1 0 0 0 0 0 
0 1 0 0 0 0 
0 0 1 0 0 0 
0 0 0 1 0 0 
0 0 0 0 1 0 

1 0 0 0 0 2 
0 1 0 0 0 2 
0 0 1 0 0 2 
0 0 0 1 0 2 
0 0 0 0 1 2 
1 0 0 0 0 1 
0 1 0 0 0 1 
0 0 1 0 0 1 
0 0 0 1 0 1 
0 0 0 0 1 1 
1 0 0 0 0 0 
0 1 0 0 0 0 
0 0 1 0 0 0 
0 0 0 1 0 0 
0 0 0 0 1 0 

1 0 0 0 0 2 
0 1 0 0 0 2 
0 0 1 0 0 2 
0 0 0 1 0 2 
0 0 0 0 1 2 
1 0 0 0 0 1 
0 1 0 0 0 1 
0 0 1 0 0 1 
0 0 0 1 0 1 
0 0 0 0 1 1 
1 0 0 0 0 0 
0 1 0 0 0 0 
0 0 1 0 0 0 
0 0 0 1 0 0 
0 0 0 0 1 0 

1 0 0 0 0 0 
0 1 0 0 0 0 
0 0 1 0 0 0 
0 0 0 1 0 0 
0 0 0 0 1 0 
0 0 0 0 0 0 

