Dim = 6
Support = 6

Elem = 4 16 14 16 16 16 
Type = 1 1 1 1 1 1 

1 0 0 1 0 0 
0 1 0 0 1 0 
0 0 1 0 0 1 
0 0 0 0 0 0 

1 0 0 1 0 0 
1 0 0 0 1 0 
1 0 0 0 0 1 
1 0 0 0 0 0 
0 1 0 1 0 0 
0 1 0 0 1 0 
0 1 0 0 0 1 
0 1 0 0 0 0 
0 0 1 1 0 0 
0 0 1 0 1 0 
0 0 1 0 0 1 
0 0 1 0 0 0 
0 0 0 1 0 0 
0 0 0 0 1 0 
0 0 0 0 0 1 
0 0 0 0 0 0 

1 0 0 1 0 0 
1 0 0 0 1 0 
1 0 0 0 0 1 
1 0 0 0 0 0 
0 1 0 1 0 0 
0 1 0 0 1 0 
0 1 0 0 0 1 
0 0 1 1 0 0 
0 0 1 0 1 0 
0 0 1 0 0 1 
0 0 1 0 0 0 
0 0 0 1 0 0 
0 0 0 0 0 1 
0 0 0 0 0 0 

1 0 0 1 0 0 
1 0 0 0 1 0 
1 0 0 0 0 1 
1 0 0 0 0 0 
0 1 0 1 0 0 
0 1 0 0 1 0 
0 1 0 0 0 1 
0 1 0 0 0 0 
0 0 1 1 0 0 
0 0 1 0 1 0 
0 0 1 0 0 1 
0 0 1 0 0 0 
0 0 0 1 0 0 
0 0 0 0 1 0 
0 0 0 0 0 1 
0 0 0 0 0 0 

1 0 0 1 0 0 
1 0 0 0 1 0 
1 0 0 0 0 1 
1 0 0 0 0 0 
0 1 0 1 0 0 
0 1 0 0 1 0 
0 1 0 0 0 1 
0 1 0 0 0 0 
0 0 1 1 0 0 
0 0 1 0 1 0 
0 0 1 0 0 1 
0 0 1 0 0 0 
0 0 0 1 0 0 
0 0 0 0 1 0 
0 0 0 0 0 1 
0 0 0 0 0 0 

1 0 0 1 0 0 
1 0 0 0 1 0 
1 0 0 0 0 1 
1 0 0 0 0 0 
0 1 0 1 0 0 
0 1 0 0 1 0 
0 1 0 0 0 1 
0 1 0 0 0 0 
0 0 1 1 0 0 
0 0 1 0 1 0 
0 0 1 0 0 1 
0 0 1 0 0 0 
0 0 0 1 0 0 
0 0 0 0 1 0 
0 0 0 0 0 1 
0 0 0 0 0 0 

