Dim = 9
Support = 9

Elem = 10 10 10 10 10 10 10 10 10 
Type = 1 1 1 1 1 1 1 1 1 

0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 
0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 1 

1 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 
0 0 1 1 0 0 0 0 0 
0 0 0 1 1 0 0 0 0 
0 0 0 0 1 1 0 0 0 
0 0 0 0 0 1 1 0 0 
0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 1 

1 1 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 
0 1 1 1 0 0 0 0 0 
0 0 1 1 1 0 0 0 0 
0 0 0 1 1 1 0 0 0 
0 0 0 0 1 1 1 0 0 
0 0 0 0 0 1 1 1 0 
0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 0 1 1 
1 0 0 0 0 0 0 0 1 

1 1 1 0 0 0 0 0 0 
1 1 1 1 0 0 0 0 0 
0 1 1 1 1 0 0 0 0 
0 0 1 1 1 1 0 0 0 
0 0 0 1 1 1 1 0 0 
0 0 0 0 1 1 1 1 0 
0 0 0 0 0 1 1 1 1 
0 0 0 0 0 0 1 1 1 
1 0 0 0 0 0 0 1 1 
1 1 0 0 0 0 0 0 1 

1 1 1 1 0 0 0 0 0 
1 1 1 1 1 0 0 0 0 
0 1 1 1 1 1 0 0 0 
0 0 1 1 1 1 1 0 0 
0 0 0 1 1 1 1 1 0 
0 0 0 0 1 1 1 1 1 
0 0 0 0 0 1 1 1 1 
1 0 0 0 0 0 1 1 1 
1 1 0 0 0 0 0 1 1 
1 1 1 0 0 0 0 0 1 

1 1 1 1 1 0 0 0 0 
1 1 1 1 1 1 0 0 0 
0 1 1 1 1 1 1 0 0 
0 0 1 1 1 1 1 1 0 
0 0 0 1 1 1 1 1 1 
0 0 0 0 1 1 1 1 1 
1 0 0 0 0 1 1 1 1 
1 1 0 0 0 0 1 1 1 
1 1 1 0 0 0 0 1 1 
1 1 1 1 0 0 0 0 1 

1 1 1 1 1 1 0 0 0 
1 1 1 1 1 1 1 0 0 
0 1 1 1 1 1 1 1 0 
0 0 1 1 1 1 1 1 1 
0 0 0 1 1 1 1 1 1 
1 0 0 0 1 1 1 1 1 
1 1 0 0 0 1 1 1 1 
1 1 1 0 0 0 1 1 1 
1 1 1 1 0 0 0 1 1 
1 1 1 1 1 0 0 0 1 

1 1 1 1 1 1 1 0 0 
1 1 1 1 1 1 1 1 0 
0 1 1 1 1 1 1 1 1 
0 0 1 1 1 1 1 1 1 
1 0 0 1 1 1 1 1 1 
1 1 0 0 1 1 1 1 1 
1 1 1 0 0 1 1 1 1 
1 1 1 1 0 0 1 1 1 
1 1 1 1 1 0 0 1 1 
1 1 1 1 1 1 0 0 1 

1 1 1 1 1 1 1 1 0 
1 1 1 1 1 1 1 1 1 
0 1 1 1 1 1 1 1 1 
1 0 1 1 1 1 1 1 1 
1 1 0 1 1 1 1 1 1 
1 1 1 0 1 1 1 1 1 
1 1 1 1 0 1 1 1 1 
1 1 1 1 1 0 1 1 1 
1 1 1 1 1 1 0 1 1 
1 1 1 1 1 1 1 0 1 

