Dim = 5
Support = 5

Elem = 16 16 16 16 16 
Type = 1 1 1 1 1 

1 1 1 1 0 
0 1 1 1 0 
1 0 1 1 0 
0 0 1 1 0 
1 1 0 1 0 
0 1 0 1 0 
1 0 0 1 0 
0 0 0 1 0 
1 1 1 0 0 
0 1 1 0 0 
1 0 1 0 0 
0 0 1 0 0 
1 1 0 0 0 
0 1 0 0 0 
1 0 0 0 0 
0 0 0 0 0 

1 1 1 0 1 
0 1 1 0 1 
1 0 1 0 1 
0 0 1 0 1 
1 1 0 0 1 
0 1 0 0 1 
1 0 0 0 1 
0 0 0 0 1 
1 1 1 0 0 
0 1 1 0 0 
1 0 1 0 0 
0 0 1 0 0 
1 1 0 0 0 
0 1 0 0 0 
1 0 0 0 0 
0 0 0 0 0 

1 1 0 1 1 
0 1 0 1 1 
1 0 0 1 1 
0 0 0 1 1 
1 1 0 0 1 
0 1 0 0 1 
1 0 0 0 1 
0 0 0 0 1 
1 1 0 1 0 
0 1 0 1 0 
1 0 0 1 0 
0 0 0 1 0 
1 1 0 0 0 
0 1 0 0 0 
1 0 0 0 0 
0 0 0 0 0 

1 0 1 1 1 
0 0 1 1 1 
1 0 0 1 1 
0 0 0 1 1 
1 0 1 0 1 
0 0 1 0 1 
1 0 0 0 1 
0 0 0 0 1 
1 0 1 1 0 
0 0 1 1 0 
1 0 0 1 0 
0 0 0 1 0 
1 0 1 0 0 
0 0 1 0 0 
1 0 0 0 0 
0 0 0 0 0 

0 1 1 1 1 
0 0 1 1 1 
0 1 0 1 1 
0 0 0 1 1 
0 1 1 0 1 
0 0 1 0 1 
0 1 0 0 1 
0 0 0 0 1 
0 1 1 1 0 
0 0 1 1 0 
0 1 0 1 0 
0 0 0 1 0 
0 1 1 0 0 
0 0 1 0 0 
0 1 0 0 0 
0 0 0 0 0 

