Dim = 12
Support = 12

Elem = 3 3 3 3 3 3 7 5 4 4 4 4 
Type = 1 1 1 1 1 1 1 1 1 1 1 1 

0 0 0 0 0 0 2 0 0 0 0 0 
2 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 2 0 0 0 0 
0 2 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 2 0 0 0 
0 0 2 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 2 0 0 
0 0 0 2 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 2 0 
0 0 0 0 2 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 0 2 
0 0 0 0 0 2 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 

0 0 0 0 1 0 0 1 0 0 0 1 
0 0 0 0 1 0 0 0 1 0 0 1 
0 0 0 0 1 0 0 0 0 1 0 1 
0 1 0 0 0 1 0 0 0 0 0 0 
0 0 1 0 0 1 0 0 0 0 0 0 
0 0 0 1 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 

1 1 0 0 0 0 0 0 0 0 1 0 
1 0 1 0 0 0 0 0 0 0 1 0 
1 0 0 1 0 0 0 0 0 0 1 0 
0 0 0 0 1 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 1 0 0 1 0 
0 0 0 0 0 0 0 0 1 0 1 0 
0 0 0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 0 0 0 0 

1 1 0 0 0 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 0 0 
1 0 0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 

0 1 0 0 0 0 1 0 0 0 0 0 
0 0 1 0 0 0 1 0 0 0 0 0 
0 0 0 1 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 

