Dim = 10
Support = 10

Elem = 11 11 11 11 11 11 11 11 11 11 
Type = 1 1 1 1 1 1 1 1 1 1 

0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 0 0 0 

1 0 0 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 
0 0 1 1 0 0 0 0 0 0 
0 0 0 1 1 0 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 0 0 1 1 0 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 1 1 
0 1 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 0 0 0 

1 0 1 0 0 0 0 0 0 0 
1 0 1 1 0 0 0 0 0 0 
0 0 1 1 1 0 0 0 0 0 
0 0 0 1 1 1 0 0 0 0 
0 0 0 0 1 1 1 0 0 0 
0 0 0 0 0 1 1 1 0 0 
0 0 0 0 0 0 1 1 1 0 
0 0 0 0 0 0 0 1 1 1 
0 1 0 0 0 0 0 0 1 1 
0 1 0 0 0 0 0 0 0 1 
1 1 0 0 0 0 0 0 0 0 

1 0 1 1 0 0 0 0 0 0 
1 0 1 1 1 0 0 0 0 0 
0 0 1 1 1 1 0 0 0 0 
0 0 0 1 1 1 1 0 0 0 
0 0 0 0 1 1 1 1 0 0 
0 0 0 0 0 1 1 1 1 0 
0 0 0 0 0 0 1 1 1 1 
0 1 0 0 0 0 0 1 1 1 
0 1 0 0 0 0 0 0 1 1 
1 1 0 0 0 0 0 0 0 1 
1 1 1 0 0 0 0 0 0 0 

1 0 1 1 1 0 0 0 0 0 
1 0 1 1 1 1 0 0 0 0 
0 0 1 1 1 1 1 0 0 0 
0 0 0 1 1 1 1 1 0 0 
0 0 0 0 1 1 1 1 1 0 
0 0 0 0 0 1 1 1 1 1 
0 1 0 0 0 0 1 1 1 1 
0 1 0 0 0 0 0 1 1 1 
1 1 0 0 0 0 0 0 1 1 
1 1 1 0 0 0 0 0 0 1 
1 1 1 1 0 0 0 0 0 0 

1 0 1 1 1 1 0 0 0 0 
1 0 1 1 1 1 1 0 0 0 
0 0 1 1 1 1 1 1 0 0 
0 0 0 1 1 1 1 1 1 0 
0 0 0 0 1 1 1 1 1 1 
0 1 0 0 0 1 1 1 1 1 
0 1 0 0 0 0 1 1 1 1 
1 1 0 0 0 0 0 1 1 1 
1 1 1 0 0 0 0 0 1 1 
1 1 1 1 0 0 0 0 0 1 
1 1 1 1 1 0 0 0 0 0 

1 0 1 1 1 1 1 0 0 0 
1 0 1 1 1 1 1 1 0 0 
0 0 1 1 1 1 1 1 1 0 
0 0 0 1 1 1 1 1 1 1 
0 1 0 0 1 1 1 1 1 1 
0 1 0 0 0 1 1 1 1 1 
1 1 0 0 0 0 1 1 1 1 
1 1 1 0 0 0 0 1 1 1 
1 1 1 1 0 0 0 0 1 1 
1 1 1 1 1 0 0 0 0 1 
1 1 1 1 1 1 0 0 0 0 

1 0 1 1 1 1 1 1 0 0 
1 0 1 1 1 1 1 1 1 0 
0 0 1 1 1 1 1 1 1 1 
0 1 0 1 1 1 1 1 1 1 
0 1 0 0 1 1 1 1 1 1 
1 1 0 0 0 1 1 1 1 1 
1 1 1 0 0 0 1 1 1 1 
1 1 1 1 0 0 0 1 1 1 
1 1 1 1 1 0 0 0 1 1 
1 1 1 1 1 1 0 0 0 1 
1 1 1 1 1 1 1 0 0 0 

1 0 1 1 1 1 1 1 1 0 
1 0 1 1 1 1 1 1 1 1 
0 1 1 1 1 1 1 1 1 1 
0 1 0 1 1 1 1 1 1 1 
1 1 0 0 1 1 1 1 1 1 
1 1 1 0 0 1 1 1 1 1 
1 1 1 1 0 0 1 1 1 1 
1 1 1 1 1 0 0 1 1 1 
1 1 1 1 1 1 0 0 1 1 
1 1 1 1 1 1 1 0 0 1 
1 1 1 1 1 1 1 1 0 0 

1 0 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 
0 1 1 1 1 1 1 1 1 1 
1 1 0 1 1 1 1 1 1 1 
1 1 1 0 1 1 1 1 1 1 
1 1 1 1 0 1 1 1 1 1 
1 1 1 1 1 0 1 1 1 1 
1 1 1 1 1 1 0 1 1 1 
1 1 1 1 1 1 1 0 1 1 
1 1 1 1 1 1 1 1 0 1 
1 1 1 1 1 1 1 1 1 0 

