
Dim = 11
Support = 1

Elem = 224
Type = 11



a1.1 = 0 0 0 0 0 0 0 0 0 0 0 
a1.2 = 1 0 0 0 0 0 0 0 0 0 0 
a1.3 = 2 0 0 0 0 0 0 0 0 0 0 
a1.4 = 0 1 0 0 0 0 0 0 0 0 0 
a1.5 = 1 1 0 0 0 0 0 0 0 0 0 
a1.6 = 0 2 0 0 0 0 0 0 0 0 0 
a1.7 = 0 0 1 0 0 0 0 0 0 0 0 
a1.8 = 1 0 1 0 0 0 0 0 0 0 0 
a1.9 = 0 1 1 0 0 0 0 0 0 0 0 
a1.10 = 0 0 2 0 0 0 0 0 0 0 0 
a1.11 = 0 0 0 2 0 0 0 0 0 0 0 
a1.12 = 0 0 0 1 1 0 0 0 0 0 0 
a1.13 = 0 0 0 0 2 0 0 0 0 0 0 
a1.14 = 0 0 0 1 0 1 0 0 0 0 0 
a1.15 = 0 0 0 0 1 1 0 0 0 0 0 
a1.16 = 0 0 0 0 0 2 0 0 0 0 0 
a1.17 = 0 0 0 0 0 0 1 0 0 0 0 
a1.18 = 1 0 0 0 0 0 1 0 0 0 0 
a1.19 = 2 0 0 0 0 0 1 0 0 0 0 
a1.20 = 0 1 0 0 0 0 1 0 0 0 0 
a1.21 = 1 1 0 0 0 0 1 0 0 0 0 
a1.22 = 0 2 0 0 0 0 1 0 0 0 0 
a1.23 = 0 0 1 0 0 0 1 0 0 0 0 
a1.24 = 1 0 1 0 0 0 1 0 0 0 0 
a1.25 = 0 1 1 0 0 0 1 0 0 0 0 
a1.26 = 0 0 2 0 0 0 1 0 0 0 0 
a1.27 = 0 0 0 2 0 0 1 0 0 0 0 
a1.28 = 0 0 0 1 1 0 1 0 0 0 0 
a1.29 = 0 0 0 0 2 0 1 0 0 0 0 
a1.30 = 0 0 0 1 0 1 1 0 0 0 0 
a1.31 = 0 0 0 0 1 1 1 0 0 0 0 
a1.32 = 0 0 0 0 0 2 1 0 0 0 0 
a1.33 = 0 0 0 0 0 0 2 0 0 0 0 
a1.34 = 1 0 0 0 0 0 2 0 0 0 0 
a1.35 = 2 0 0 0 0 0 2 0 0 0 0 
a1.36 = 0 1 0 0 0 0 2 0 0 0 0 
a1.37 = 1 1 0 0 0 0 2 0 0 0 0 
a1.38 = 0 2 0 0 0 0 2 0 0 0 0 
a1.39 = 0 0 1 0 0 0 2 0 0 0 0 
a1.40 = 1 0 1 0 0 0 2 0 0 0 0 
a1.41 = 0 1 1 0 0 0 2 0 0 0 0 
a1.42 = 0 0 2 0 0 0 2 0 0 0 0 
a1.43 = 0 0 0 2 0 0 2 0 0 0 0 
a1.44 = 0 0 0 1 1 0 2 0 0 0 0 
a1.45 = 0 0 0 0 2 0 2 0 0 0 0 
a1.46 = 0 0 0 1 0 1 2 0 0 0 0 
a1.47 = 0 0 0 0 1 1 2 0 0 0 0 
a1.48 = 0 0 0 0 0 2 2 0 0 0 0 
a1.49 = 0 0 0 0 0 0 3 0 0 0 0 
a1.50 = 1 0 0 0 0 0 3 0 0 0 0 
a1.51 = 0 1 0 0 0 0 3 0 0 0 0 
a1.52 = 0 0 1 0 0 0 3 0 0 0 0 
a1.53 = 0 0 0 0 0 0 0 1 0 0 0 
a1.54 = 1 0 0 0 0 0 0 1 0 0 0 
a1.55 = 2 0 0 0 0 0 0 1 0 0 0 
a1.56 = 0 1 0 0 0 0 0 1 0 0 0 
a1.57 = 1 1 0 0 0 0 0 1 0 0 0 
a1.58 = 0 2 0 0 0 0 0 1 0 0 0 
a1.59 = 0 0 1 0 0 0 0 1 0 0 0 
a1.60 = 1 0 1 0 0 0 0 1 0 0 0 
a1.61 = 0 1 1 0 0 0 0 1 0 0 0 
a1.62 = 0 0 2 0 0 0 0 1 0 0 0 
a1.63 = 0 0 0 2 0 0 0 1 0 0 0 
a1.64 = 0 0 0 1 1 0 0 1 0 0 0 
a1.65 = 0 0 0 0 2 0 0 1 0 0 0 
a1.66 = 0 0 0 1 0 1 0 1 0 0 0 
a1.67 = 0 0 0 0 1 1 0 1 0 0 0 
a1.68 = 0 0 0 0 0 2 0 1 0 0 0 
a1.69 = 0 0 0 0 0 0 1 1 0 0 0 
a1.70 = 1 0 0 0 0 0 1 1 0 0 0 
a1.71 = 2 0 0 0 0 0 1 1 0 0 0 
a1.72 = 0 1 0 0 0 0 1 1 0 0 0 
a1.73 = 1 1 0 0 0 0 1 1 0 0 0 
a1.74 = 0 2 0 0 0 0 1 1 0 0 0 
a1.75 = 0 0 1 0 0 0 1 1 0 0 0 
a1.76 = 1 0 1 0 0 0 1 1 0 0 0 
a1.77 = 0 1 1 0 0 0 1 1 0 0 0 
a1.78 = 0 0 2 0 0 0 1 1 0 0 0 
a1.79 = 0 0 0 2 0 0 1 1 0 0 0 
a1.80 = 0 0 0 1 1 0 1 1 0 0 0 
a1.81 = 0 0 0 0 2 0 1 1 0 0 0 
a1.82 = 0 0 0 1 0 1 1 1 0 0 0 
a1.83 = 0 0 0 0 1 1 1 1 0 0 0 
a1.84 = 0 0 0 0 0 2 1 1 0 0 0 
a1.85 = 0 0 0 0 0 0 2 1 0 0 0 
a1.86 = 1 0 0 0 0 0 2 1 0 0 0 
a1.87 = 0 1 0 0 0 0 2 1 0 0 0 
a1.88 = 0 0 1 0 0 0 2 1 0 0 0 
a1.89 = 0 0 0 0 0 0 0 2 0 0 0 
a1.90 = 1 0 0 0 0 0 0 2 0 0 0 
a1.91 = 2 0 0 0 0 0 0 2 0 0 0 
a1.92 = 0 1 0 0 0 0 0 2 0 0 0 
a1.93 = 1 1 0 0 0 0 0 2 0 0 0 
a1.94 = 0 2 0 0 0 0 0 2 0 0 0 
a1.95 = 0 0 1 0 0 0 0 2 0 0 0 
a1.96 = 1 0 1 0 0 0 0 2 0 0 0 
a1.97 = 0 1 1 0 0 0 0 2 0 0 0 
a1.98 = 0 0 2 0 0 0 0 2 0 0 0 
a1.99 = 0 0 0 2 0 0 0 2 0 0 0 
a1.100 = 0 0 0 1 1 0 0 2 0 0 0 
a1.101 = 0 0 0 0 2 0 0 2 0 0 0 
a1.102 = 0 0 0 1 0 1 0 2 0 0 0 
a1.103 = 0 0 0 0 1 1 0 2 0 0 0 
a1.104 = 0 0 0 0 0 2 0 2 0 0 0 
a1.105 = 0 0 0 0 0 0 1 2 0 0 0 
a1.106 = 1 0 0 0 0 0 1 2 0 0 0 
a1.107 = 0 1 0 0 0 0 1 2 0 0 0 
a1.108 = 0 0 1 0 0 0 1 2 0 0 0 
a1.109 = 0 0 0 0 0 0 0 3 0 0 0 
a1.110 = 1 0 0 0 0 0 0 3 0 0 0 
a1.111 = 0 1 0 0 0 0 0 3 0 0 0 
a1.112 = 0 0 1 0 0 0 0 3 0 0 0 
a1.113 = 0 0 0 0 0 0 0 0 1 0 0 
a1.114 = 1 0 0 0 0 0 0 0 1 0 0 
a1.115 = 2 0 0 0 0 0 0 0 1 0 0 
a1.116 = 0 1 0 0 0 0 0 0 1 0 0 
a1.117 = 1 1 0 0 0 0 0 0 1 0 0 
a1.118 = 0 2 0 0 0 0 0 0 1 0 0 
a1.119 = 0 0 1 0 0 0 0 0 1 0 0 
a1.120 = 1 0 1 0 0 0 0 0 1 0 0 
a1.121 = 0 1 1 0 0 0 0 0 1 0 0 
a1.122 = 0 0 2 0 0 0 0 0 1 0 0 
a1.123 = 0 0 0 2 0 0 0 0 1 0 0 
a1.124 = 0 0 0 1 1 0 0 0 1 0 0 
a1.125 = 0 0 0 0 2 0 0 0 1 0 0 
a1.126 = 0 0 0 1 0 1 0 0 1 0 0 
a1.127 = 0 0 0 0 1 1 0 0 1 0 0 
a1.128 = 0 0 0 0 0 2 0 0 1 0 0 
a1.129 = 0 0 0 0 0 0 1 0 1 0 0 
a1.130 = 1 0 0 0 0 0 1 0 1 0 0 
a1.131 = 2 0 0 0 0 0 1 0 1 0 0 
a1.132 = 0 1 0 0 0 0 1 0 1 0 0 
a1.133 = 1 1 0 0 0 0 1 0 1 0 0 
a1.134 = 0 2 0 0 0 0 1 0 1 0 0 
a1.135 = 0 0 1 0 0 0 1 0 1 0 0 
a1.136 = 1 0 1 0 0 0 1 0 1 0 0 
a1.137 = 0 1 1 0 0 0 1 0 1 0 0 
a1.138 = 0 0 2 0 0 0 1 0 1 0 0 
a1.139 = 0 0 0 2 0 0 1 0 1 0 0 
a1.140 = 0 0 0 1 1 0 1 0 1 0 0 
a1.141 = 0 0 0 0 2 0 1 0 1 0 0 
a1.142 = 0 0 0 1 0 1 1 0 1 0 0 
a1.143 = 0 0 0 0 1 1 1 0 1 0 0 
a1.144 = 0 0 0 0 0 2 1 0 1 0 0 
a1.145 = 0 0 0 0 0 0 2 0 1 0 0 
a1.146 = 1 0 0 0 0 0 2 0 1 0 0 
a1.147 = 0 1 0 0 0 0 2 0 1 0 0 
a1.148 = 0 0 1 0 0 0 2 0 1 0 0 
a1.149 = 0 0 0 0 0 0 0 1 1 0 0 
a1.150 = 1 0 0 0 0 0 0 1 1 0 0 
a1.151 = 2 0 0 0 0 0 0 1 1 0 0 
a1.152 = 0 1 0 0 0 0 0 1 1 0 0 
a1.153 = 1 1 0 0 0 0 0 1 1 0 0 
a1.154 = 0 2 0 0 0 0 0 1 1 0 0 
a1.155 = 0 0 1 0 0 0 0 1 1 0 0 
a1.156 = 1 0 1 0 0 0 0 1 1 0 0 
a1.157 = 0 1 1 0 0 0 0 1 1 0 0 
a1.158 = 0 0 2 0 0 0 0 1 1 0 0 
a1.159 = 0 0 0 2 0 0 0 1 1 0 0 
a1.160 = 0 0 0 1 1 0 0 1 1 0 0 
a1.161 = 0 0 0 0 2 0 0 1 1 0 0 
a1.162 = 0 0 0 1 0 1 0 1 1 0 0 
