Dim =  16
Support =  16

Elem =  17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 
Type =  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 

1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 
0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 
0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 
0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 
0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 
0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 
0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 
0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 
0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 
0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 
0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 
0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 
0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 
0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 
0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 
0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 
0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 
0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 
0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 
